content,timestamp,platform,stock_name,delta_seconds,weight,label
밸류업이라는 걸 해보지 않을래,2024-10-10 00:32:56+00:00,toss,삼성전자,14142795.0,8.136578428169157e-72,
아직아님,2024-09-13 03:20:08+00:00,toss,삼성전자,16465563.0,1.7175809649581082e-83,
미쳤나,2024-04-02 02:50:59+00:00,toss,삼성전자,30636912.0,1.0042243296262096e-154,
"이번주 6만 터치합니다
올말까지 65전후 횡보후 내년에 7만전자 갈듯",2024-11-18 23:51:48+00:00,toss,삼성전자,10689263.0,1.861296452546243e-54,
와 십만전자가면 뭐사지,2025-01-08 04:22:45+00:00,toss,삼성전자,6353006.0,1.1648134422331527e-32,
행님들 장투 성공을  기원하겠습니다,2024-11-15 06:40:40+00:00,toss,삼성전자,11010331.0,4.528445091181849e-56,
오늘도 그래프가 지저분하네  마지막까지 이쁘지가 못해,2025-01-14 06:31:37+00:00,toss,삼성전자,5826874.0,5.1391181239190295e-30,
아월급날 좀 남았는데 좀있다가지,2025-01-08 04:24:42+00:00,toss,삼성전자,6352889.0,1.1663918622501823e-32,
"주식을 떠나서 잘 돌아가고 있다고 생각하는  국민이 몇명 일까요
점점 망해가는 대한민국이 느껴지는게 저만 그런건지",2024-09-23 11:09:41+00:00,toss,삼성전자,15573390.0,5.241736843443885e-79,
얘는 영업이익 사상최고 찍을때도 떨어지는 애임 사이클이 올라가면 영업이익 적자여도 다시 올라가겠지 단기조정이면 더 싸게 살 수 있을지도 모르니 그것만 좀 봐야할듯,2024-01-09 05:00:17+00:00,toss,삼성전자,37886754.0,3.631535420285425e-191,
그만,2024-08-02 06:21:28+00:00,toss,삼성전자,20083483.0,1.1200512968209763e-101,
"바닥권 신호  더블바텀 삼천
상승추세 신호 20일 최고점 돌파 골든크로스 저항돌파 등

차트 신호 들어오는 거 보고 사도 안늦음

삼전은 지금 혁신이 필요한데 계속 평이하게 경영하고 있고 대외사정은 더 어려워지고 있음 

지금부터 무리해서 담을 필요는 별로 없음 꼭 인텔 옛날 보는 느낌",2024-12-04 01:06:14+00:00,toss,삼성전자,9388797.0,6.407393252026717e-48,
"빼빼로 줍기 성공하면
상금 11원을 드려요

httpstossimmTd4V6QB",2024-11-11 03:16:36+00:00,toss,삼성전자,11368175.0,7.198234996659584e-58,
"처음에십마십만 했던놈들 다 어디간겨

물을물을 허벌라게탔네",2024-09-26 08:36:39+00:00,toss,삼성전자,15323372.0,9.466835216902847e-78,
다들 잔치분위기이길래,2024-11-15 08:13:06+00:00,toss,삼성전자,11004785.0,4.828657353637236e-56,
한달이라니다 죽어버려,2024-09-25 06:14:21+00:00,toss,삼성전자,15418310.0,3.1549581034725404e-78,
줍줍,2024-11-15 00:08:46+00:00,toss,삼성전자,11033845.0,3.4494881434358416e-56,
재미 투표,2025-02-21 05:01:07+00:00,toss,삼성전자,2549104.0,1.5373923321923153e-13,
파는사람이 있어야 올라가요 많이들 파세요,2024-06-13 06:18:53+00:00,toss,삼성전자,24403638.0,2.156426706712236e-123,
평단만 오면 다시는 국장을 하지 않겠습니다 한벙만 봦 십쇼,2024-12-17 06:32:15+00:00,toss,삼성전자,8246036.0,3.554955068686007e-42,
젠슨황 이빨 값이 딱 하루네,2025-01-09 06:11:08+00:00,toss,삼성전자,6260103.0,3.413803762446734e-32,
쫌만 더가주라,2025-03-21 03:31:10+00:00,toss,삼성전자,135301.0,0.2088824143106054,
개인이 다팔고 안올라간다고 징징,2024-06-13 00:54:32+00:00,toss,삼성전자,24423099.0,1.7215232232376952e-123,
다 좋은데 외인들 빠지는게 너무 걸림,2024-11-18 07:29:40+00:00,toss,삼성전자,10748191.0,9.410455123575542e-55,
어차피 3시 30분에는 원점으로 돌아오는 매직,2025-03-14 02:07:36+00:00,toss,삼성전자,745115.0,0.0001797369430135,
시작가 찍고 다시 6만 2천까지 올리고 다시 5만 8천대 종가 하락으로 개미 영혼 털기 외인 수법이에요,2024-10-14 02:00:28+00:00,toss,삼성전자,13791943.0,4.720839302782648e-70,
대국민주 삼전 가자,2024-12-27 05:37:05+00:00,toss,삼성전자,7385346.0,7.536002485621913e-38,
외인터내조금씩,2024-11-21 04:20:49+00:00,toss,삼성전자,10500322.0,1.6578230052504708e-53,
,2025-02-03 04:01:49+00:00,toss,삼성전자,4107862.0,2.2469817670119906e-21,
날씨 더 추워지기전에 올라가자 차갑다,2024-10-12 13:38:03+00:00,toss,삼성전자,13922888.0,1.0370907863746484e-70,
삼전 파이팅입니다 빅사이클은 거의 오고 있는 거 같네요,2024-07-04 05:31:12+00:00,toss,삼성전자,22592099.0,2.751299337639821e-114,
"시총 390조도 깨짐  내돈

매수가에 환불해줘",2024-09-12 02:20:48+00:00,toss,삼성전자,16555523.0,6.063567204253608e-84,
삼성기회가왓나봐요,2024-11-14 23:02:03+00:00,toss,삼성전자,11037848.0,3.293315596161309e-56,
이게 다 술통과 콜걸  때문이다,2024-12-20 02:09:20+00:00,toss,삼성전자,8002611.0,5.948721441920455e-41,
삼성은 예전의삼성이지  요즘 삼성은 보잘것 없는 기업이다 오너가 바뀌니 힘없고 기술력부족한 기업으로 전락했다,2024-06-12 04:30:52+00:00,toss,삼성전자,24496519.0,7.3597507619263955e-124,
삼성  개폭락 63006500후  우상향  이글은 성지가 될지어다,2024-09-06 03:47:11+00:00,toss,삼성전자,17068740.0,1.5959303957271528e-86,
이걸 말아올리네 어제 미장 마이크론 많이 빠졌는데,2024-04-03 04:40:34+00:00,toss,삼성전자,30543937.0,2.9456071805995757e-154,
영차 영차,2025-03-11 02:14:30+00:00,toss,삼성전자,1003901.0,8.991556955075911e-06,
들어가서 하데스만나자,2024-11-12 00:32:02+00:00,toss,삼성전자,11291649.0,1.745373121865682e-57,
"3년전이랑 주가가 아직도 비슷한데
건강해지긴 뭐가 건강해짐",2024-08-05 04:40:13+00:00,toss,삼성전자,19830358.0,2.0969352877407527e-100,
"평단 62500원입니다 물타기 여태 안했는데  
물타고 평단 낮춰 뺄까요
 
그냥 손절 할까요  사실 당장 필요한 돈은 아니라서 
묵혀도 상관은 없는데  삼전 때문에 파랑이네요",2024-11-13 09:21:40+00:00,toss,삼성전자,11173471.0,6.853567243121542e-57,
그게 언제인지 모를뿐,2024-11-20 01:03:57+00:00,toss,삼성전자,10598534.0,5.31948997334553e-54,
윤석열탄핵은 국내증시에 호재아니것냐 내년이면 한국증시로 돈 좀 들어오겠노 탄핵하고 국내주식시장경제발전에 도움이되는 차기대통령을 뽑자,2024-12-04 05:18:00+00:00,toss,삼성전자,9373691.0,7.631546276485413e-48,
아따 스트레이트로 가면안대나,2024-09-30 04:53:00+00:00,toss,삼성전자,14991191.0,4.425184510837077e-76,
엔비디아에서 HBM 더필요하다 언급되서 저평가된삼전이 오르는듯합니다,2024-06-03 02:48:43+00:00,toss,삼성전자,25280248.0,8.460674852830973e-128,
이러다 염라대왕이랑 하이파이브 하겠다 이놈아,2024-12-16 02:38:47+00:00,toss,삼성전자,8346444.0,1.1120584914154633e-42,
httpsnnewsnavercommnewsarticle015005087419,2025-01-29 05:48:29+00:00,toss,삼성전자,4533462.0,1.6304110140034212e-23,
이재용  깜빵들어갔을때  주가  고점이네,2024-10-25 11:38:03+00:00,toss,삼성전자,12806888.0,4.221374028584306e-65,
이시볼,2024-11-11 03:04:07+00:00,toss,삼성전자,11368924.0,7.136103329017718e-58,
정찰병 사졌다,2024-10-07 00:02:09+00:00,toss,삼성전자,14403842.0,3.96528419846408e-73,
"물량 다 없애버려
6만전자로",2025-03-19 01:15:34+00:00,toss,삼성전자,316237.0,0.0257286412275165,
레디고,2025-01-02 01:00:01+00:00,toss,삼성전자,6883570.0,2.5081092457099453e-35,
자 힘냅시다,2024-05-10 04:41:46+00:00,toss,삼성전자,27347065.0,3.45487685715037e-138,
"기술적 반등이다
다시 돌아간다
중력의 방향으로",2024-11-15 05:29:48+00:00,toss,삼성전자,11014583.0,4.310981785479442e-56,
외인이진짜 쓸어담았네 와내일 모르겠는데 이러면,2024-06-13 06:42:22+00:00,toss,삼성전자,24402229.0,2.191881746243845e-123,
"으이구  허구한날 호가 장난질 하는거 보면 
독하다 독해",2024-11-06 06:22:40+00:00,toss,삼성전자,11789011.0,5.5191231915881e-60,
기관 외인은 왜일케 팔아대는지,2024-08-09 05:47:29+00:00,toss,삼성전자,19480722.0,1.1996377892899428e-98,
"빨리타요 
종가에 고장나서 멈추는거 아니고",2024-11-21 04:48:41+00:00,toss,삼성전자,10498650.0,1.6902173851120695e-53,
6만 안착하고끝날거같네요,2024-10-16 00:31:49+00:00,toss,삼성전자,13624462.0,3.2799855246890266e-69,
,2024-07-25 01:46:09+00:00,toss,삼성전자,20791202.0,3.103475856310708e-105,
"미장은 물리면 5일

국장은 물리면 5년임",2025-03-18 04:13:08+00:00,toss,삼성전자,391983.0,0.0107071848903745,
아니 코로나급 위기도 아닌데 이렇게까지 내려간다고,2024-10-10 06:07:32+00:00,toss,삼성전자,14122719.0,1.0264905683222277e-71,
여기 뚫으면 위에 매물대도 별로없다,2024-07-05 05:54:26+00:00,toss,삼성전자,22504305.0,7.60045068176001e-114,
모죠 삼성 망하나요,2024-11-14 12:58:26+00:00,toss,삼성전자,11074065.0,2.1656414439980805e-56,
아마도 2월쯤 되겠지요,2024-10-24 05:10:30+00:00,toss,삼성전자,12916541.0,1.1865248371511225e-65,
,2025-03-19 00:58:10+00:00,toss,삼성전자,317281.0,0.0254196242169992,
일단 나부터,2023-08-10 00:53:38+00:00,toss,삼성전자,51034353.0,2.9712625248346792e-257,
6만원에서 한번 수익실현하는 물량 빠져야 판가름 날듯,2025-02-18 05:14:13+00:00,toss,삼성전자,2807518.0,7.724175599783735e-15,
6층에 사람있어요,2024-12-10 08:37:29+00:00,toss,삼성전자,8843322.0,3.536244526630173e-45,
"강제 장기투자되어잇는데 언제쯤 나갈수잇을지
무신 일이고",2023-07-05 06:45:54+00:00,toss,삼성전자,54123617.0,8.801992114914074e-273,
기회다쓸어담자,2024-09-04 04:58:05+00:00,toss,삼성전자,17237286.0,2.2688613335859515e-87,
"초보주린인데요
매수 하려고 적어놓은거 취소하고 다시 적어올리면 취소버튼만  눌러도  수수료 나가나요",2024-05-30 06:26:11+00:00,toss,삼성전자,25612800.0,1.802243993984642e-129,
저절로 손이가버리네,2024-08-06 08:21:06+00:00,toss,삼성전자,19730705.0,6.645022616532865e-100,
진짜 디스거스팅이다,2024-09-19 04:57:28+00:00,toss,삼성전자,15941323.0,7.413771556296614e-81,
야호 나도 이제 삼전주주,2024-11-14 09:44:32+00:00,toss,삼성전자,11085699.0,1.8928125011064374e-56,
"하하 100이상도 갔다왔는데

이정도면 일단 기분은 좋네요

냅두야지",2023-12-12 01:11:38+00:00,toss,삼성전자,40319673.0,2.1423255258831985e-203,
아유진짜,2024-08-29 00:05:03+00:00,toss,삼성전자,17773268.0,4.5884303737887584e-90,
"고려아연과 비교 되는 분위기 어쩔 
아호 우린 삼전을 믿은 일개미 똥손들",2024-10-25 05:17:06+00:00,toss,삼성전자,12829745.0,3.240125498410771e-65,
"원금만 찾으면 두번다시 안쳐다본다
사면 떨어져서 개고생이네",2024-02-01 00:57:47+00:00,toss,삼성전자,35914104.0,2.9903840737793424e-181,
난 욕심 없다  그냥 20 폭등해 버려라,2024-11-15 03:49:56+00:00,toss,삼성전자,11020575.0,4.0221388717096753e-56,
기사보니 외인숏때리고 투매물량받아먹겠다는 심산이네,2024-07-23 23:24:33+00:00,toss,삼성전자,20886098.0,1.0347805694061927e-105,
산타랠리시작하고 24년 가즈아,2023-12-15 00:16:51+00:00,toss,삼성전자,40063760.0,4.142348339856017e-202,
간만에 6만전자 입성전이군,2025-03-20 01:17:15+00:00,toss,삼성전자,229736.0,0.0700195015976028,
해보장,2024-11-16 23:31:38+00:00,toss,삼성전자,10863273.0,2.4839591676291774e-55,
645 언제오니,2024-11-15 04:14:52+00:00,toss,삼성전자,11019079.0,4.092387880661137e-56,
"익절하신분 부럽습니다 
7만 전자 갈수 있겠죠",2025-02-11 04:41:08+00:00,toss,삼성전자,3414303.0,6.883559177969785e-18,
또 속았다,2024-12-09 02:40:18+00:00,toss,삼성전자,8951153.0,1.0151347013333088e-45,
1시 출발,2024-10-23 03:57:10+00:00,toss,삼성전자,13007341.0,4.1482555516296056e-66,
삼전만큼 단타치기 좋은 주식도 없음,2024-03-12 06:46:37+00:00,toss,삼성전자,32437174.0,8.968340213128994e-164,
삼전주 짱입니다 요,2024-08-09 00:50:58+00:00,toss,삼성전자,19498513.0,9.763885347718607e-99,
삼전 맛있어 보인다잉 좀만 더 보고 드가야지,2024-12-21 04:39:33+00:00,toss,삼성전자,7907198.0,1.794826481162313e-40,
아니 미국오를때 가만히있더만 떨오지니까 같이 떨어지네 신기한늄일세,2024-12-20 00:11:59+00:00,toss,삼성전자,8009652.0,5.48316921225903e-41,
"기관과 외인의 줄다리기 힘싸움
둘중에 하나가 매수또는 매도를 멈추는 순간 한쪽방향으로 쏠릴것",2024-12-10 00:53:37+00:00,toss,삼성전자,8871154.0,2.5623778273943517e-45,
왠일이래 빨간모습 몇년만 쭉가주라 제발,2023-11-16 06:05:05+00:00,toss,삼성전자,42548466.0,1.341935102387587e-214,
"외국인 매도세로 전환
맨날 이 패턴이지",2024-11-15 01:02:45+00:00,toss,삼성전자,11030606.0,3.581258524315252e-56,
과연,2024-10-29 10:41:30+00:00,toss,삼성전자,12464681.0,2.2160352037356762e-63,
깝깝하다 떨어지려면 시원하게 떨어지던지  가랑비 옷저듯 슬금슬금,2024-09-11 04:19:44+00:00,toss,삼성전자,16634787.0,2.4227199784925253e-84,
외국인들 물량은 무한대인가 8월 23일 부터 매수 한거는 400만주 나머지는 다 매도인데,2024-11-28 04:01:46+00:00,toss,삼성전자,9896665.0,1.7941311278382624e-50,
이 정도면 삼전 인버스도 만들어줘라,2024-10-21 00:02:16+00:00,toss,삼성전자,13194235.0,4.769054131052662e-67,
6만대는 내년쯤 될거 같고 7만대는 2년뒤쯤 이니 2년자고와야긋네,2024-11-21 01:23:11+00:00,toss,삼성전자,10510980.0,1.4654301506654344e-53,
