content,timestamp,platform,stock_name,delta_seconds,weight,label
엔비디아도 이제 거르는,2025-01-07 08:22:03+00:00,toss,삼성전자,6425048.0,5.059798130381504e-33,
"나는 주식하면서 제일 이해안가는사람들
삼전은 안전해 삼전은 괜찮아 무조껀 삼전만 매수하는
삼전 무새들 
다른종목 돈 더많이벌꺼 많은데 왜 삼전에만 집착하고
매수하냐고 물어보면 저렇게 말함
주식삼전 이렇게 생각하는 사람이 너무 많다는게 참
놀라움
묵혀놓으면 오른다 라고 항상 말하던데
매일매일 들어와서 삼전 가격보더라
딱 삼전 가격만 보고 끔 다른 종목은 거들떠보도안함",2024-11-12 03:13:19+00:00,toss,삼성전자,11281972.0,1.9522268024692542e-57,
"전 537층 탔는데 더이상 힘들어서 
어제 내림",2025-02-13 05:19:52+00:00,toss,삼성전자,3239179.0,5.2249691614237145e-17,
"5층부럽다 지금이라도 탈출가능한데
7층 펜트하우스라서  용사님이 구해줄때까지
갇혀있음",2025-02-17 23:50:00+00:00,toss,삼성전자,2826971.0,6.1669515253631555e-15,
이제 다 샀으니까  올라가자,2024-10-23 00:38:53+00:00,toss,삼성전자,13019238.0,3.6146359227514984e-66,
6만전자,2025-03-17 04:07:05+00:00,toss,삼성전자,478746.0,0.00392243883572,
물을 얼마나 타야될까,2024-09-30 05:04:53+00:00,toss,삼성전자,14990478.0,4.4618536209553035e-76,
4만초반되어도 비싸,2024-11-13 00:50:12+00:00,toss,삼성전자,11204159.0,4.8046495098224863e-57,
오만절자 오나,2024-09-30 11:03:48+00:00,toss,삼성전자,14968943.0,5.724824963746824e-76,
에고,2023-07-21 01:04:53+00:00,toss,삼성전자,52761678.0,6.17226143584661e-266,
그나저나정은이시키는무슨생각할까,2024-12-03 15:03:46+00:00,toss,삼성전자,9424945.0,4.21678457953325e-48,
여기가 왜 젤 저가라고 생각이 들지이,2024-11-13 02:47:46+00:00,toss,삼성전자,11197105.0,5.213375921364758e-57,
"올라갈까 말까
내려갈까 말까

솔직히 이정도 저점에서 좀 주워담아도 되는거 아닌가하는 생각도 드는데 
저항선 무너지니까 훅 내려가서 무서워잉",2024-09-10 07:53:07+00:00,toss,삼성전자,16708384.0,1.0336267534073446e-84,
내얼도 천만 주 넘게 팔텐데  3천 전자 가즈아,2024-10-24 13:15:12+00:00,toss,삼성전자,12887459.0,1.6613424029145785e-65,
내가 삼전에 투자한 돈은,2024-12-09 05:57:44+00:00,toss,삼성전자,8939307.0,1.1643090207779089e-45,
"오늘 같은 날 모아가는거죠
이제 200주 달성 올해안에 300주 목표",2024-04-15 06:34:57+00:00,toss,삼성전자,29500274.0,5.190460256390638e-149,
근데 자사주 매입 했는데 왜 오르는거임,2024-11-18 00:07:57+00:00,toss,삼성전자,10774694.0,6.924553913607975e-55,
오늘도 한 천억팔듯,2025-01-20 04:56:49+00:00,toss,삼성전자,5314162.0,1.9411738767886822e-27,
빠른 탈주한 나 칭찬해,2024-10-24 07:04:39+00:00,toss,삼성전자,12909692.0,1.2844101209812269e-65,
"더 꼬이지 말것
4년전도 10만전자 간다해놓고
목전앞에서 미끄러져 
여태 헤맸슴
그때와 지금 분위기가 엇비슷

꼬이면 몇년동안 답없으니
투자엔 정말 신중해야

국장은
너무 위험",2024-07-08 23:02:24+00:00,toss,삼성전자,22183427.0,3.117100056474046e-112,
61층 살려주세요,2024-12-30 00:13:30+00:00,toss,삼성전자,7145561.0,1.20902111094216e-36,
"입주
미래가치성",2024-06-14 04:08:35+00:00,toss,삼성전자,24325056.0,5.354655868598062e-123,
그래도 훅 떨구지 않아서 좋다,2025-03-17 01:01:05+00:00,toss,삼성전자,489906.0,0.0034471470456555,
최저가 알람 보고 왔으면 개추,2024-09-30 05:01:33+00:00,toss,삼성전자,14990678.0,4.4515372009994764e-76,
"httpsnowdaytistorycomm155
테슬라가 결국은 삼성을 찾지 않을까요 저는 믿어봅니다 양사의 관계를 찾아봤슴다 가볍게 읽어주시면 감사하겠슴다",2025-03-18 13:26:03+00:00,toss,삼성전자,358808.0,0.0157192316504983,
오늘 대하락장  지옥불 열립니다,2025-01-07 17:15:52+00:00,toss,삼성전자,6393019.0,7.330418481220116e-33,
진짜 머임  해도해도 너무하네 두산에너빌리티 보다 더 하내,2025-01-21 00:54:21+00:00,toss,삼성전자,5242310.0,4.45894972922592e-27,
