content,timestamp,platform,stock_name,delta_seconds,weight,label
"난 오늘도 추가구매
여유자금 생길때마다 꾸준히 구매
삼전 주식 100주 될때까지 계속 달린다",2023-09-22 00:53:50+00:00,toss,삼성전자,47319141.0,1.4049603433690725e-238,
갑자기 많이 파시네,2025-02-24 01:41:59+00:00,toss,삼성전자,2301852.0,2.689124189186661e-12,
뭔진 모르겠지만 오르니까 사고사서 오르는 광기의 현장,2023-09-01 05:51:37+00:00,toss,삼성전자,49115674.0,1.3100547044393532e-247,
지금은 때가 아니다 적어도 저점에서 10퍼상승은 보여야지 안심 10퍼 더 먹겠다고 최저점생각하면 안됩니다,2024-11-13 04:21:35+00:00,toss,삼성전자,11191476.0,5.564338325840347e-57,
배가아프다,2025-01-21 08:04:29+00:00,toss,삼성전자,5216502.0,6.011155273508847e-27,
돌아와요 외인행님덜,2024-09-25 01:05:57+00:00,toss,삼성전자,15436814.0,2.5467258399729467e-78,
누가 인버스에 투자하라고 하더니만,2024-10-25 02:29:29+00:00,toss,삼성전자,12839802.0,2.884096271677779e-65,
은행임,2023-08-29 08:24:47+00:00,toss,삼성전자,49365684.0,7.254375631444828e-249,
"브라이트마인즈바이오사이언시스US2021108002 
이거나 보셈",2024-10-15 17:48:53+00:00,toss,삼성전자,13648638.0,2.479418840895885e-69,
"장투란 무엇이냐
여윳돈으로 조금씩 모으다보면 빛을 보게 되어 있어요

하지만 보통의 사람들이 여유가 얼마나 있으려나

여유있게 장투하시는 분들 부럽
삼전은 인내심있게 여윳돈 가지고 하시길

8만되면 떠나야지여유없어서",2024-08-26 05:46:46+00:00,toss,삼성전자,18011965.0,2.8962776189572407e-91,
"연말에 떨어질거도 생각하면 5층 초반쯤
잡고 롱포지션으로 기다리면 될 것 같음
지금도 저평가인 것 같긴 한데 미국 중국장이 너무 매력적이라 굳이 외화가 들어올 이유가 없는듯",2024-10-10 06:01:39+00:00,toss,삼성전자,14123072.0,1.0223052447344038e-71,
4 년전 가격,2024-11-07 00:16:48+00:00,toss,삼성전자,11724563.0,1.1636479306737574e-59,
"일시적인  현상  입니다 개인은 팔고기관외국인은  매수하고  정보흘러놓고
자사주매입 10조한다고 7급등
논다놀아  으이그  성난다",2024-11-15 21:19:04+00:00,toss,삼성전자,10957627.0,8.334292533469646e-56,
68층은 무념무상,2024-10-31 05:20:50+00:00,toss,삼성전자,12311121.0,1.3105532505767336e-62,
화이팅하십쇼형님덜,2024-12-17 01:45:55+00:00,toss,삼성전자,8263216.0,2.913921684105269e-42,
얼른 도망가세요,2025-01-22 01:39:01+00:00,toss,삼성전자,5153230.0,1.2502539330270936e-26,
"외인 매도세 주춤
개인의 승리가 눈앞에",2024-10-23 03:19:46+00:00,toss,삼성전자,13009585.0,4.041903218146997e-66,
다시올게요,2023-08-30 01:03:21+00:00,toss,삼성전자,49305770.0,1.4513132022021218e-248,
애증의 국민반려주 삼성 이번엔 만기 몇달짜리 적금이 냐,2025-01-10 08:05:28+00:00,toss,삼성전자,6166843.0,1.004650980018279e-31,
멈춰라 나의 코스피야,2024-08-05 05:22:30+00:00,toss,삼성전자,19827821.0,2.159421405357653e-100,
