content,timestamp,platform,stock_name,delta_seconds,weight,label
httpsnavermeFHl9G3IN,2024-11-20 21:52:51+00:00,toss,삼성전자,10523600.0,1.2662806767691539e-53,
히야 나 빨간불 올만이다,2025-02-10 06:19:44+00:00,toss,삼성전자,3494787.0,2.711787638926876e-18,
오 삼전 강하다 쭉 가즈아,2023-11-16 01:03:19+00:00,toss,삼성전자,42566572.0,1.088229967534838e-214,
,2024-05-11 11:33:59+00:00,toss,삼성전자,27235932.0,1.2503997444366174e-137,
이걸 누가 다 받는거지,2024-09-13 00:15:08+00:00,toss,삼성전자,16476663.0,1.510505953051805e-83,
"얼마 안되는 금액이니  59층까지 기다려봅니다  
안오르고 다시 떨어지면뭐  상폐 될일은 없으니 또 기다리죠 뭐",2025-03-17 00:24:11+00:00,toss,삼성전자,492120.0,0.0033599360654318,
"추세가 바뀐게 좋아보이네요
컨퍼런스콜에서 지금까지 뭐하는건지 답답했던게 조금은 소통이되었고 실적이 예상치보다 낮아서 외인들은 파는거같지만 이가격까지 떨어질건아닌거같고 55보다 65가더욱 가능성있다고생각되는게 좋은 추세라고생각하네요 통과되면 실적부문도더욱 개선될것같고요",2024-10-31 03:36:59+00:00,toss,삼성전자,12317352.0,1.21936632880055e-62,
"곡소리 많이 나네
지금이 기회닷",2024-12-16 02:54:10+00:00,toss,삼성전자,8345521.0,1.1240021508184165e-42,
58461,2024-12-13 05:00:01+00:00,toss,삼성전자,8597170.0,6.107158967826216e-44,
자사주 투입 안허냐 얼렁 투입해라,2025-02-26 00:31:02+00:00,toss,삼성전자,2133309.0,1.8914800806326398e-11,
역시 삼성은삼성이네오성일줄알았는데이래서 삼만전자구나,2024-10-25 00:09:32+00:00,toss,삼성전자,12848199.0,2.61698816234264e-65,
정말 곧 6만대에 물린 개미들이 던질 타이밍이 올텐데 더 큰 하락이 있을거 같아요,2024-10-25 01:58:15+00:00,toss,삼성전자,12841676.0,2.822214288022472e-65,
뭐 이정도로 내가 쫄줄아냐,2024-11-05 00:35:43+00:00,toss,삼성전자,11896228.0,1.5956505247072944e-60,
하닉은 희망이라도 보여주는데 얘는 대단하다,2024-09-23 00:11:58+00:00,toss,삼성전자,15612853.0,3.3198022466754025e-79,
맨날 당해도 주우시는 개미분들 화이팅입니다 언젠간 50만전자 갈거게요,2024-11-12 06:01:21+00:00,toss,삼성전자,11271890.0,2.193855472800609e-57,
