content,timestamp,platform,stock_name,delta_seconds,weight,label
"마이크론 실적 나오는날
이날 실적 좋으면
하락 은 면할듯",2024-09-19 02:11:54+00:00,toss,삼성전자,15951257.0,6.608537937586772e-81,
2차 매수가 49850원 오늘중으로 내려올거임,2024-11-14 01:13:51+00:00,toss,삼성전자,11116340.0,1.3276661349927748e-56,
"9만이라도 우선 좀 가자
요즘은 1년이면 강산이 변하는데 3년째 들어섰다",2024-05-09 00:15:13+00:00,toss,삼성전자,27449458.0,1.0562053725887596e-138,
영차,2024-12-30 02:56:31+00:00,toss,삼성전자,7135780.0,1.3539375508971898e-36,
애플이작년519조매출에  153조이익 남겼는데  삼성내년매출350조정도에 이익80조가량보구있는데 애플하고  비율로따지면 그리마니차이나는게 아니니까요  시가총액4800조애플하고  삼성900조차이를  보면 삼성은곧  200조찍을것이고 애플은 더이상 올라갈곳이없기에  미래엔 역전도가능할거라고  생각드네여 이제시작이니  담주도 불기둥세워 8만찍고  담달 10만 넘어12만달성하길 바래요 이제시작이니 파이링이요,2024-11-15 07:01:15+00:00,toss,삼성전자,11009096.0,4.593639434798037e-56,
7900 뚫리는거 멋있네,2024-03-21 02:58:19+00:00,toss,삼성전자,31673272.0,6.201669827164004e-160,
출산율 068 암만 삼전이래두 우리나라는 장기적으로 미래 없는듯,2024-11-06 00:54:55+00:00,toss,삼성전자,11808676.0,4.39564746531374e-60,
오늘은 내리겠네,2024-06-16 23:52:06+00:00,toss,삼성전자,24081245.0,9.000390086556277e-122,
"국장서도 가능하구나
테슬라 원정팀 국내 도착",2024-11-15 03:43:58+00:00,toss,삼성전자,11020933.0,4.0055075447113096e-56,
국장은진짜최악,2024-01-31 00:57:17+00:00,toss,삼성전자,36000534.0,1.0997189088060675e-181,
낚인흑우,2024-09-25 06:19:40+00:00,toss,삼성전자,15417991.0,3.1666281481685103e-78,
토요일 탄액결과가중요하겠구나,2024-12-12 10:07:22+00:00,toss,삼성전자,8665129.0,2.7812464327660106e-44,
어찌삼전이 동네북이됬니,2023-12-18 03:24:49+00:00,toss,삼성전자,39793282.0,9.48024512769714e-201,
추매,2024-09-24 00:56:09+00:00,toss,삼성전자,15523802.0,9.305336820819756e-79,
으이그 자사주 매입해서 외국인들 고가에 매도하고 나갈수 있게 도와주는 꼴이 됐네,2024-12-02 13:00:19+00:00,toss,삼성전자,9518752.0,1.423820459136137e-48,
국장 안하는데 오늘 들어가려고요 오호호,2024-12-03 22:08:20+00:00,toss,삼성전자,9399471.0,5.662756866984034e-48,
우리나라만 왕따네,2024-09-25 02:59:43+00:00,toss,삼성전자,15429988.0,2.7560904707955044e-78,
,2024-11-13 05:30:50+00:00,toss,삼성전자,11187321.0,5.838467547853629e-57,
,2024-10-25 00:01:31+00:00,toss,삼성전자,12848680.0,2.602459528920249e-65,
약 2년10개월 존버 힘들다,2023-12-20 04:32:40+00:00,toss,삼성전자,39616411.0,7.3429681121865e-200,
"이렇게 지지부진하다 
오르면  미치도록 오르겠지 
기다려줄께",2024-08-09 04:29:08+00:00,toss,삼성전자,19485423.0,1.1361097729515526e-98,
지금이사태가 누구탓이냐,2024-09-26 05:42:44+00:00,toss,삼성전자,15333807.0,8.389821106139635e-78,
,2024-11-13 03:49:39+00:00,toss,삼성전자,11193392.0,5.442302105513082e-57,
이제 가봅시다,2024-09-20 06:49:04+00:00,toss,삼성전자,15848227.0,2.1776671709977987e-80,
월요일은 89900원 되면 좋겠다,2023-09-01 10:30:11+00:00,toss,삼성전자,49098960.0,1.589656522847384e-247,
"잰슨황 삼전1언급에 5프로상승
갓비디아",2024-03-20 02:28:27+00:00,toss,삼성전자,31761464.0,2.2346348619964903e-160,
내년 김장철에 꺼내면 잘 익어 있을거예요,2024-11-14 09:18:01+00:00,toss,삼성전자,11087290.0,1.8582765402782689e-56,
"엔비디아 테스트 불합
노조파업
이젠 하다 하다 직원 방사능 피폭

이건 뭐 삼전 오르지말라고
세상이 억까하는",2024-05-30 04:49:33+00:00,toss,삼성전자,25618598.0,1.685270475161213e-129,
한 달 기다려서 4만원 힘들었네요,2025-01-10 03:41:48+00:00,toss,삼성전자,6182663.0,8.365561346585039e-32,
,2024-12-02 00:06:40+00:00,toss,삼성전자,9565171.0,8.320080011244942e-49,
"어떻게 1년수익률이 커버드콜 qyld보다 쩝
할말이없다",2024-11-14 17:58:51+00:00,toss,삼성전자,11056040.0,2.668027090175112e-56,
오늘 7만원 깨지나,2023-06-21 23:13:29+00:00,toss,삼성전자,55273962.0,1.4531379139727658e-278,
"내가 사면 떨어지는거 알지

오늘도 61주 구입",2024-09-13 00:20:25+00:00,toss,삼성전자,16476346.0,1.51605815064795e-83,
