content,timestamp,platform,stock_name,delta_seconds,weight,label
이럴려구 김건희가 마포대교 지도순찰 나간거냐,2024-11-14 14:34:49+00:00,toss,삼성전자,11068282.0,2.315555155837172e-56,
추매합니다,2025-02-24 00:16:09+00:00,toss,삼성전자,2307002.0,2.533518578116406e-12,
국장도 이젠 세금 붙나요,2024-07-07 06:55:11+00:00,toss,삼성전자,22327860.0,5.858009984184792e-113,
"떨어질때마다 추가는 하는데 바닥이 안보이게
떨어지네 여유자금 있는분들에겐 이번이 기회가
될수도 있을거 같은데",2024-09-19 01:09:09+00:00,toss,삼성전자,15955022.0,6.326746044830583e-81,
한달전에 삼전과 현차 15  손절하고 2차전지 들어간거요 삼전이라면 지긋지긋하네요 다른 분들도 현명하게 대처하시기를 3년동안 정말 신물이 났습니다,2023-07-30 08:37:53+00:00,toss,삼성전자,51956898.0,6.850408279391511e-262,
비싸다쫌만 내려와라,2025-01-15 01:24:09+00:00,toss,삼성전자,5758922.0,1.1283742523122634e-29,
"타점 매집구간 왔나
10조자사주매입인데
왜 떨어져",2024-12-02 04:01:04+00:00,toss,삼성전자,9551107.0,9.790863445179031e-49,
"삼전아 올만에 크게매수했당
내려가면 물탈 돈 충분쓰 머거보장",2024-11-11 01:51:01+00:00,toss,삼성전자,11373310.0,6.782888110476549e-58,
평단 53100인데도 후달리네요 진짜 4만전자 가나,2024-11-13 09:30:57+00:00,toss,삼성전자,11172914.0,6.897893267290185e-57,
"금번 내부쇄신 기대합니다
내 자식에게 삼전주식 물려주고싶어요
삼전 화이팅",2024-12-05 04:30:49+00:00,toss,삼성전자,9290122.0,2.0075984074444782e-47,
낼 얼마나 처 빠질까,2024-10-15 15:13:18+00:00,toss,삼성전자,13657973.0,2.2254968918948272e-69,
열라 깨지고 있음,2024-09-30 07:01:05+00:00,toss,삼성전자,14983506.0,4.8368260664129203e-76,
56900원 사지겠네,2024-10-24 05:53:01+00:00,toss,삼성전자,12913990.0,1.2220798383262977e-65,
"조금 오르닌까  염불들  하고  있다  
지긋히  참아야지  참지을 못하네",2025-02-20 05:19:25+00:00,toss,삼성전자,2634406.0,5.728084128172567e-14,
5만은 버텼다,2025-02-03 00:01:02+00:00,toss,삼성전자,4122309.0,1.900994614753017e-21,
바보이니거든요 제가 좀 애국심이 있어요,2024-12-19 03:03:26+00:00,toss,삼성전자,8085765.0,2.2721937106651126e-41,
무지성으로 가격 싸다고 신용매수한 사람들은 걍 파산하는게 맞지 않음,2024-10-25 01:09:41+00:00,toss,삼성전자,12844590.0,2.7286171257166087e-65,
"오늘까지는 보셨다가 들어오셔도 될 것 같아요
동시호가 때 헛짓거리 하는 경우가 있어서 오늘 결과보고 내일 들어오시는게 안전할듯 합니다",2024-10-28 05:41:44+00:00,toss,삼성전자,12569067.0,6.620252105455706e-64,
4만원가면 1차매수,2023-06-21 03:28:19+00:00,toss,삼성전자,55345072.0,6.380701104941591e-279,
"국장 한다는 놈들 중에 삼성 네이버 카카오 이거 3개 추천하는 놈은 부모라도 연 끊어야 됨
저거 3개 추천하고 애국 들먹이거나 차트 거리거나 근들갑 찌라시 들고오면 
진심 부모 형제 배우자 자식 친구 누구라도 연끊으셈 걔넨 니가 진입해서 바닥 깔아줄때 팔고 튈련들임",2024-12-19 00:44:33+00:00,toss,삼성전자,8094098.0,2.0632842264041675e-41,
"제발 본전만이라도 돌려줘

589층에서 SOS중",2025-01-08 02:33:44+00:00,toss,삼성전자,6359547.0,1.0798853955282655e-32,
"시총25가 사라졌네
이재용이 좋겠다
선대가 이룩해놓은걸 말아먹네",2024-11-13 06:43:25+00:00,toss,삼성전자,11182966.0,6.1402990661124e-57,
겨울이네요봄이 기다려지는,2024-12-19 08:27:39+00:00,toss,삼성전자,8066312.0,2.84594797700601e-41,
돈 모으고 내려가면 사자,2023-10-19 01:08:19+00:00,toss,삼성전자,44985472.0,7.550629403310153e-227,
추매하고싶은데 손가락이 손이안감,2025-03-04 05:23:55+00:00,toss,삼성전자,1597336.0,9.351910479263786e-09,
오전에 파란불 마감이라 예상한거 적중,2024-05-16 06:20:14+00:00,toss,삼성전자,26822757.0,1.492438210320372e-135,
오르락내리락 조금조금씩 떨어져 사만가나 지라알,2025-02-04 00:09:49+00:00,toss,삼성전자,4035382.0,5.199054424915192e-21,
배당락일이 언제죠,2024-03-27 16:08:58+00:00,toss,삼성전자,31107433.0,4.332417948258201e-157,
1차분할이었는데,2024-10-28 01:15:57+00:00,toss,삼성전자,12585014.0,5.504476621509787e-64,
인생이 나아지지가 않는다 않아 세상이 코리아 억까한다,2024-12-19 00:02:02+00:00,toss,삼성전자,8096649.0,2.003255355299485e-41,
아싸,2025-01-08 01:46:58+00:00,toss,삼성전자,6362353.0,1.045377504389602e-32,
7층좀 와봐,2025-02-25 07:08:44+00:00,toss,삼성전자,2195847.0,9.171724088373203e-12,
흠,2024-10-28 01:31:29+00:00,toss,삼성전자,12584082.0,5.5641750202393865e-64,
모아갑니다,2024-09-20 04:18:49+00:00,toss,삼성전자,15857242.0,1.961901038945025e-80,
4만전자 빨리 가즈아,2025-01-17 01:56:15+00:00,toss,삼성전자,5584196.0,8.52556714883399e-29,
이제 진짜 사야되나요,2025-03-20 03:18:30+00:00,toss,삼성전자,222461.0,0.0761705714298526,
개미들이 꼬이면 안올라여,2024-10-11 03:46:06+00:00,toss,삼성전자,14044805.0,2.529263558201024e-71,
삼전3만가면매수다,2023-10-08 11:12:39+00:00,toss,삼성전자,45899612.0,1.9186987508947746e-231,
엔비디아 hbm 납품 언제할래,2024-05-17 06:19:59+00:00,toss,삼성전자,26736372.0,4.0561634110435975e-135,
"저녁이면  올라갈까요
팔까하다
기다림이 무색하네요",2024-01-03 05:50:28+00:00,toss,삼성전자,38402143.0,9.320910859794723e-194,
추매,2024-10-24 06:13:16+00:00,toss,삼성전자,12912775.0,1.2393867399971164e-65,
"휴대폰은 이렇게 보시면 마음이 편안 합니다

저도 물렸습니다 오늘이 제일 싼 주식 삼성 가즈아",2024-11-13 05:12:37+00:00,toss,삼성전자,11188414.0,5.76507344387079e-57,
배당금 줄어씀다,2024-10-25 05:37:36+00:00,toss,삼성전자,12828515.0,3.2865821816725897e-65,
삼성전자A005930,2024-11-05 00:23:18+00:00,toss,삼성전자,11896973.0,1.5819508813046923e-60,
레이져예열끝 발쏘,2024-11-21 04:35:55+00:00,toss,삼성전자,10499416.0,1.6752985867988601e-53,
55가려나,2024-10-10 10:28:57+00:00,toss,삼성전자,14107034.0,1.230825547525374e-71,
하이닉스 절반오르네,2024-08-13 00:36:20+00:00,toss,삼성전자,19153791.0,5.277002283176654e-97,
삼성은 올라간다,2023-11-11 01:58:30+00:00,toss,삼성전자,42995261.0,7.618881175527384e-217,
으팔고잡다,2023-10-18 04:50:20+00:00,toss,삼성전자,45058551.0,3.240764196803632e-227,
나갈사람은 언능나가라,2024-11-21 05:49:09+00:00,toss,삼성전자,10495022.0,1.762702057431001e-53,
