content,timestamp,platform,stock_name,delta_seconds,weight,label
6만전자서 7만전자 됀지 얼마됐다고 도로 6만전자네 에휴,2023-09-20 10:43:45+00:00,toss,삼성전자,47456546.0,2.86411247943581e-239,
이재용 군대가나요,2023-08-08 02:05:27+00:00,toss,삼성전자,51202844.0,4.2267980033437295e-258,
자 다들 5400원 매수,2024-11-29 00:53:18+00:00,toss,삼성전자,9821573.0,4.27866576471036e-50,
올해 4만전자 찍겠네요,2024-10-22 05:34:39+00:00,toss,삼성전자,13087892.0,1.6329442211627274e-66,
6500원에 매도 걸어놨는데 안팔린것이 잘된일일까,2024-09-26 06:38:11+00:00,toss,삼성전자,15330480.0,8.719188245057101e-78,
추매 언제가 좋을까요,2024-09-11 00:50:36+00:00,toss,삼성전자,16647335.0,2.095221730191485e-84,
이겨내,2025-02-21 05:28:48+00:00,toss,삼성전자,2547443.0,1.5672339142504084e-13,
얼른 매도해 봐요,2024-06-03 02:40:25+00:00,toss,삼성전자,25280746.0,8.412048735446428e-128,
3년동안 물려있다가 외인 몰리니 그대로 팔고 본전치고 나가면서 빛 이러다니,2024-04-03 00:23:42+00:00,toss,삼성전자,30559349.0,2.4643678877052032e-154,
안전적이여서,2024-09-03 09:14:46+00:00,toss,삼성전자,17308285.0,9.975334522370255e-88,
"200원전자 가겠네요

62층 150주 주주",2024-11-13 03:07:08+00:00,toss,삼성전자,11195943.0,5.28396461258612e-57,
에휴,2025-01-23 00:04:54+00:00,toss,삼성전자,5072477.0,3.183521203241374e-26,
"기관 어디야
싹다 집안 망해라",2024-11-19 03:35:15+00:00,toss,삼성전자,10675856.0,2.1737349725790163e-54,
삼전 숏은 없나요,2024-10-23 00:13:06+00:00,toss,삼성전자,13020785.0,3.55049150144254e-66,
알림이 또,2024-10-23 00:20:27+00:00,toss,삼성전자,13020344.0,3.5686601302242885e-66,
4만전자 데겠네,2024-11-12 23:57:30+00:00,toss,삼성전자,11207321.0,4.631991358845176e-57,
최저 55원 다시 찍겠다,2024-11-12 11:51:47+00:00,toss,삼성전자,11250864.0,2.798313648431246e-57,
"AI 엔디비아랑 상관도 없으면서
건방지게 같이 하락하네 어처구니",2024-03-15 00:16:36+00:00,toss,삼성전자,32201375.0,1.3739441263244544e-162,
"외국인들은
진짜 대단하네",2024-11-12 00:34:13+00:00,toss,삼성전자,11291518.0,1.7480214702678972e-57,
"3조 주식소각 효과는 산술적으로 500원 미만
3조 추가매입은 임직원 나눠주면 산술적으로 0원
tsmc가 인텔 파운드리 인수해서 살려버리면 삼전 파운드리는 산소호흡기 떼는 상황
하지만 주가는 100원씩 오르고 외인들이 마구 산다
큰 악재가 없는 게 호재인걸까
오늘 뺐는데 내일 아침 다시 들어가야 할까",2025-02-18 11:35:05+00:00,toss,삼성전자,2784666.0,1.0062803857980355e-14,
에고지쳤다,2025-01-17 00:21:03+00:00,toss,삼성전자,5589908.0,7.980159809928787e-29,
"제일 높은분이  2백 츠암나 내가 미장에서 종목당 수익이 더 높네 역시 국장은 아직 무린가봐 
다들 투기나 도박이라 하지만 결국 돈 벌려고 하는건데 투기면 어떻고 법에 저촉되지않은 합법적인 도박은 어떠하리 결국 벌자하는건데",2025-01-02 03:35:03+00:00,toss,삼성전자,6874268.0,2.793209289541724e-35,
이제 오를때 댔다 이 삼성시키야,2025-02-02 09:17:20+00:00,toss,삼성전자,4175331.0,1.029112391711883e-21,
나가서 떨어지려무나 죽거라,2024-09-23 07:36:30+00:00,toss,삼성전자,15586181.0,4.520438130186108e-79,
4만전자 시대가 오겠군 그때는 주워볼만하겠지,2024-10-25 10:42:51+00:00,toss,삼성전자,12810200.0,4.062616974276039e-65,
삼전그냥 외국인한테 넘겨야하나,2024-11-21 00:05:53+00:00,toss,삼성전자,10515618.0,1.3888391606759903e-53,
공포에 사라는 애들 진짜 공포가 뭔지 모름,2024-10-22 06:52:19+00:00,toss,삼성전자,13083232.0,1.7234357738247017e-66,
"그냥 매수벽 걸어놓고 매도 갈기네
가둬놓고 조패기",2024-09-13 05:48:28+00:00,toss,삼성전자,16456663.0,1.903941373053727e-83,
"외인 어제 500만주 매도 
오늘은 100만주 이상 매도 예상해봄",2024-09-04 05:12:47+00:00,toss,삼성전자,17236404.0,2.292141248766942e-87,
5만원 대 살 수 있는 마지막 기회,2024-11-17 22:47:22+00:00,toss,삼성전자,10779529.0,6.547694382728893e-55,
오른것도없이빼면 속이후련하니 이잡것들아,2024-02-14 00:47:56+00:00,toss,삼성전자,34791495.0,1.313967250426905e-175,
"개미들  힘이 좋아  미장에서  돈벌어 왔나
 상한가 한번밀어봐",2025-03-11 04:33:23+00:00,toss,삼성전자,995568.0,9.901960622272716e-06,
이따구로 가다간 재용이형 파산하겠네,2024-10-16 00:34:46+00:00,toss,삼성전자,13624285.0,3.2867118269154503e-69,
