content,timestamp,platform,stock_name,delta_seconds,weight,label
이제 투자도더마니할거고,2024-06-18 12:30:06+00:00,toss,삼성전자,23949365.0,4.1415566320298146e-121,
테슬라 비트코인 투자하면 손실복구할듯,2024-11-12 00:12:41+00:00,toss,삼성전자,11292810.0,1.7220765449639132e-57,
개인들 이제 무서워서 오를때마다 팔겠네,2024-11-15 00:20:59+00:00,toss,삼성전자,11033112.0,3.4788773880801112e-56,
"좀더 기다려봐야지 
8만전자 가보자",2023-08-24 01:26:42+00:00,toss,삼성전자,49822769.0,3.656254855598253e-251,
"삼전 자사주 매입 오늘은 장초반 외국인도 순매수 중이네요 미국장에서도 반도체 분위기가 나쁘지 않습니다
2주전 급격하게 주가가 빠지면서 49900원으로 마무리했는데 다행히 쭉 빠져버리진 않았네요",2024-11-25 00:05:14+00:00,toss,삼성전자,10170057.0,7.579382865166265e-52,
이제 삼성은 쳐다도 안본다 어휴,2025-01-23 02:46:59+00:00,toss,삼성전자,5062752.0,3.562796432224364e-26,
드가자,2024-10-28 00:08:14+00:00,toss,삼성전자,12589077.0,5.251618051454803e-64,
5만원 갑니다,2024-12-22 23:55:19+00:00,toss,삼성전자,7751452.0,1.0886506538672984e-39,
고수님들 얼마정도 상승 할꺼라 예상 하십니까,2025-02-18 06:40:24+00:00,toss,삼성전자,2802347.0,8.200577967693756e-15,
재용이형 올트먼 바지가랑이라도 좀 잡어 살려달라고,2025-02-04 23:44:29+00:00,toss,삼성전자,3950502.0,1.3886042168598082e-20,
아놔 익절했는데 배 엄청 아프네,2024-04-02 00:14:00+00:00,toss,삼성전자,30646331.0,9.005039107508498e-155,
"결정타가 되어 줄만한 것을 내놔라  
이재용 진두하에 자사주 매입에  전임직원 독려  추천권 배부 후 각종 사은품 증정",2024-09-26 04:59:10+00:00,toss,삼성전자,15336421.0,8.139791523724255e-78,
"한창 외인단타주라고 욕하고 실망매물 65에 주어서 맛있게 음미중
윾시 했제충 보이면 주어야됨",2023-11-01 04:14:30+00:00,toss,삼성전자,43851101.0,3.801570793309862e-221,
티라노가 있어요 물리면 골로가요,2024-09-12 02:20:49+00:00,toss,삼성전자,16555522.0,6.063637384835753e-84,
지지선 살짝 뚫었다가 다시 말아올렸는데 지켜봐야할듯,2024-10-10 00:49:54+00:00,toss,삼성전자,14141777.0,8.233013915576186e-72,
가즈아,2024-06-04 01:19:25+00:00,toss,삼성전자,25199206.0,2.1615595139745928e-127,
월화수 안맞았다 그지,2024-09-18 08:39:13+00:00,toss,삼성전자,16014418.0,3.181434982390736e-81,
"5200원 까지 열어두고 있긴한데

4만원 가려나",2024-10-25 04:39:29+00:00,toss,삼성전자,12832002.0,3.156580678395716e-65,
지금 오르고있는거 어디서 보나요,2024-11-17 23:55:12+00:00,toss,삼성전자,10775459.0,6.863513389430307e-55,
당신의 선택은,2024-12-03 14:52:25+00:00,toss,삼성전자,9425626.0,4.1836787582567546e-48,
,2025-01-15 05:05:22+00:00,toss,삼성전자,5745649.0,1.315741739676305e-29,
하하 아침에 쭈욱이겠네요,2024-08-27 14:08:46+00:00,toss,삼성전자,17895445.0,1.1156669091953506e-90,
6만전자 이제 더이상 보기 힘들어집니다,2024-09-06 06:43:10+00:00,toss,삼성전자,17058181.0,1.803388751221733e-86,
"개인이 던지기 시작했다
반등타이밍 국룰

23일 지켜보고 저점잡아야지",2024-12-09 03:10:27+00:00,toss,삼성전자,8949344.0,1.0366131520373742e-45,
갤럭시 만세,2023-08-07 22:04:12+00:00,toss,삼성전자,51217319.0,3.574802789979632e-258,
개잡주,2024-11-08 04:57:54+00:00,toss,삼성전자,11621297.0,3.844979117385929e-59,
바닥 가즈아,2024-09-11 01:41:18+00:00,toss,삼성전자,16644293.0,2.170305017874933e-84,
"에구에구  
그래 이왕 이렇게 빠지는거 삼전으로 
왕창 내려라 그때 몰빵할게요",2024-09-30 05:03:58+00:00,toss,삼성전자,14990533.0,4.459014224456913e-76,
85천원 가자,2024-07-04 00:28:18+00:00,toss,삼성전자,22610273.0,2.229385672385053e-114,
65,2024-02-20 01:21:39+00:00,toss,삼성전자,34271072.0,5.4265043582411155e-173,
워렌 버핏은 남들이 두려워 할 때 욕심내라고 하셨습니다 파이팅,2024-11-21 01:31:49+00:00,toss,삼성전자,10510462.0,1.4742423369350506e-53,
올 상반기엔 8만쯤 되어 있을 것 같네요,2025-03-20 01:00:06+00:00,toss,삼성전자,230765.0,0.0691905349630762,
,2024-07-11 00:23:18+00:00,toss,삼성전자,22005773.0,2.43634401972304e-111,
8층이 코 앞에,2023-12-20 03:00:28+00:00,toss,삼성전자,39621943.0,6.887549477149276e-200,
70층에 사람있어요 살려주세요,2024-10-07 05:27:47+00:00,toss,삼성전자,14384304.0,4.971451195657075e-73,
개초보,2024-11-08 12:32:48+00:00,toss,삼성전자,11594003.0,5.273376975305502e-59,
매물 다 받아주네요 감사합니다,2024-12-18 01:13:47+00:00,toss,삼성전자,8178744.0,7.746065343738139e-42,
장 막판에 꼬리 올리는거 보니 내일은 6만원 찍겠다,2024-11-25 06:35:25+00:00,toss,삼성전자,10146646.0,9.93826470317722e-52,
삼성 갑갑하다  나는 와  배당 안주노,2023-08-16 00:16:04+00:00,toss,삼성전자,50518207.0,1.1678257808860163e-254,
우리나라에서 삼전이 얼마나 대단한 인식을 가지고 있는지 확인할수 있네요개인들 받아먹는게 진짜루 대단하다,2024-10-25 04:17:11+00:00,toss,삼성전자,12833340.0,3.108074077979823e-65,
가능,2025-02-10 05:27:26+00:00,toss,삼성전자,3497925.0,2.615064122731459e-18,
머선129,2024-07-18 06:41:58+00:00,toss,삼성전자,21378253.0,3.475388415658349e-108,
다신 한국 주식안산다,2024-11-12 01:56:01+00:00,toss,삼성전자,11286610.0,1.8501932914095903e-57,
"오오 
던질까그냥",2025-02-21 02:56:21+00:00,toss,삼성전자,2556590.0,1.4097948140995996e-13,
개 주당 앞으로 민주당 으로 안쓴다,2024-09-25 06:06:46+00:00,toss,삼성전자,15418765.0,3.1383871227997257e-78,
현재 koru 3배숏 125퍼하락 한국증시 약 41퍼하락,2024-12-03 15:46:46+00:00,toss,삼성전자,9422365.0,4.3446013299280707e-48,
